platform,collection,country,audience,actionability_status,next_action,action_url,cost,execution_confidence,difficulty,publishing_time,evidence_action_url,blocker,missing,native_score,native_signal,source_collection_url
Anitec-Assinform,Business Directories,Italy,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Anmeldelser.dk,Business Directories,Denmark,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Annonce.cz,Business Directories,Czech Republic,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Annonce.cz,Marketplace & Classified Platforms,Czech Republic,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
Annuaire Téléphone,Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Annuaire des Entreprises de France (CCI),Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Annuaire des entreprises locales,Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Annuaire-Entreprise.co,Business Directories,France,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Antler,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Apartments.com,Marketplace & Classified Platforms,United States,,NEEDS_BROWSER,Verify the route in a browser,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,72,"accepts business sellers, paid",/research/marketplaces/
Apontador,Business Directories,Brazil,latam,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
AppFutura,Business Directories,United States,global,READY,Create a business profile,https://clutch.co/get-listed?utm_source=appfutura&utm_medium=getstarted,free,LOW,Unknown,Unknown,verified,,,56,"tier tier3, priority P3",/research/business-directories/opportunities/
AppSumo,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Apparel Export Promotion Council,Business Directories,India,india,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Apple App Store,Business Directories,Global,global,READY,Create a business profile,https://developer.apple.com/programs/,unknown,LOW,Unknown,Unknown,verified,,,100,"tier tier1, priority P1",/research/business-directories/opportunities/
Apple Business Connect,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,94,"tier tier1, priority P1",/research/business-directories/opportunities/
Approved Business,Business Directories,United Kingdom,united-kingdom,READY,Create a business profile,https://www.approvedbusiness.co.uk/list-your-company,freemium,MEDIUM,Easy,Unknown,verified,,,96,"tier tier1, priority P2",/research/business-directories/opportunities/
Appvizer,Business Directories,France,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Appvizer,Business Directories,Global,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Apérza,Business Directories,Japan,japan,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Aqar,Marketplace & Classified Platforms,Saudi Arabia,,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,74,"accepts both sellers, unknown",/research/marketplaces/
Aqarmap,Marketplace & Classified Platforms,Egypt,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Arabam.com,Marketplace & Classified Platforms,Turkey,,NEEDS_BROWSER,Verify the route in a browser,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,60,"accepts both sellers, paid",/research/marketplaces/
Arabian Business,"Media, PR & Publishing",United Arab Emirates,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Arany Oldalak,Business Directories,Hungary,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
ArchDaily,"Media, PR & Publishing",Chile,global,READY,Submit company news,https://www.archdaily.com/submit-a-project,free,MEDIUM,Unknown,Unknown,verified,,,89,Media Score 89 (Exceptional),/research/media-pr-publishing/
Archilovers,Business Directories,Italy,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Archiproducts,Business Directories,Italy,europe,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
ArcticStartup,"Media, PR & Publishing",Finland,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Argaam,"Media, PR & Publishing",Saudi Arabia,national,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,,below the Media Score evidence floor,/research/media-pr-publishing/
Argenprop,Marketplace & Classified Platforms,Argentina,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Ars Technica,"Media, PR & Publishing",United States,global,READY,Pitch the editorial team,https://arstechnica.com/contact-us/,free,MEDIUM,Unknown,Unknown,verified,,,88,Media Score 88 (Exceptional),/research/media-pr-publishing/
Artifact Hub,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Aruodas.lt,Marketplace & Classified Platforms,Lithuania,,NEEDS_RESEARCH,Research the submission route,,paid,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,68,"accepts both sellers, paid",/research/marketplaces/
Arzt-Auskunft,Business Directories,Germany,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Asana Apps,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P3",/research/business-directories/opportunities/
AskSpud.ie,Business Directories,Ireland,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Assintel,Business Directories,Italy,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Associated Builders and Contractors,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Associated General Contractors,Business Directories,United States,united-states,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Association of Ghana Industries,Business Directories,Ghana,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,68,"tier tier2, priority P2",/research/business-directories/opportunities/
Assolombarda,Business Directories,Italy,regional,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Atlassian Marketplace,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,82,"tier tier1, priority P2",/research/business-directories/opportunities/
Atlassian Partners,Business Directories,Global,global,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,86,"tier tier1, priority P2",/research/business-directories/opportunities/
Atrápalo,Business Directories,Spain,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Attorneys.com,Business Directories,United States,united-states,NEEDS_BROWSER,Verify the route in a browser,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,46,"tier tier3, priority P3",/research/business-directories/opportunities/
Aukro,Business Directories,Czech Republic,country-specific,NEEDS_RESEARCH,Research the submission route,,unknown,INSUFFICIENT,Unknown,Unknown,unknown,,what action the platform supports; the action URL,64,"tier tier2, priority P3",/research/business-directories/opportunities/
Aukro,Marketplace & Classified Platforms,Czech Republic,,NEEDS_RESEARCH,Research the submission route,,freemium,INSUFFICIENT,Unknown,Unknown,unknown,,the action URL,77,"accepts both sellers, freemium",/research/marketplaces/
